id,text,label,category,language,script,template_id,kind
upg-sms-00123,"WINNER! Your mobile number has won a car + Rs 1,00,000. Call 6744336332 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms
upg-sms-00124,"WINNER! Your mobile number has won a car + Rs 1,00,000. Call 9660693442 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms
upg-sms-00125,"WINNER! Your mobile number has won a car + Rs 25,000. Call 7969430483 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms
upg-sms-00126,"बधाई हो! आपने मेगा लकी ड्रॉ में ₹50,000 जीते हैं। इनाम पाने के लिए ₹7,500 प्रोसेसिंग फीस claim.reward@upg पर भेजें।",1,lottery_prize,hi,native,s1-lottery_prize-hin-021,sms
upg-sms-00127,"बधाई हो! आपने मेगा लकी ड्रॉ में ₹5,00,000 जीते हैं। इनाम पाने के लिए ₹1,499 प्रोसेसिंग फीस luckydraw.winner@upg पर भेजें।",1,lottery_prize,hi,native,s1-lottery_prize-hin-021,sms
upg-sms-00128,"बधाई हो! आपने मेगा लकी ड्रॉ में ₹25,000 जीते हैं। इनाम पाने के लिए ₹2,999 प्रोसेसिंग फीस support.verify@upg पर भेजें।",1,lottery_prize,hi,native,s1-lottery_prize-hin-021,sms
upg-sms-00129,"बधाई हो! आपने मेगा लकी ड्रॉ में ₹50,000 जीते हैं। इनाम पाने के लिए ₹1,499 प्रोसेसिंग फीस cashback.offer@upg पर भेजें।",1,lottery_prize,hi,native,s1-lottery_prize-hin-021,sms
upg-sms-00130,"बधाई हो! आपने मेगा लकी ड्रॉ में ₹50,000 जीते हैं। इनाम पाने के लिए ₹5,000 प्रोसेसिंग फीस support.verify@upg पर भेजें।",1,lottery_prize,hi,native,s1-lottery_prize-hin-021,sms
upg-sms-00131,"बधाई हो! आपने मेगा लकी ड्रॉ में ₹25,000 जीते हैं। इनाम पाने के लिए ₹4,999 प्रोसेसिंग फीस claim.reward@upg पर भेजें।",1,lottery_prize,hi,native,s1-lottery_prize-hin-021,sms
upg-sms-00132,"आपका नंबर ₹10,00,000 इनाम के लिए चुना गया है। आज रात 10 बजे से पहले दावा करें: http://parcel-track-in.info/t65017",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms
upg-sms-00133,"आपका नंबर ₹2,50,000 इनाम के लिए चुना गया है। आज रात 10 बजे से पहले दावा करें: http://acct-help-india.site/45877",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms
upg-sms-00134,"आपका नंबर ₹1,00,000 इनाम के लिए चुना गया है। 30 मिनट में से पहले दावा करें: http://acct-help-india.site/94641",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms
upg-sms-00135,"आपका नंबर ₹2,50,000 इनाम के लिए चुना गया है। 30 मिनट में से पहले दावा करें: http://secure-bank-update.click/55648",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms
upg-sms-00136,"आपका नंबर ₹25,000 इनाम के लिए चुना गया है। आज रात 9:30 बजे से पहले दावा करें: https://bit-link.cc/82573",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms
upg-sms-00137,"आपका नंबर ₹1,00,000 इनाम के लिए चुना गया है। 2 घंटे में से पहले दावा करें: http://acct-help-india.site/64565",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms
upg-sms-00138,"Badhai ho! Aapne Rs 5,00,000 ka inaam jeeta hai. Claim karne ke liye 9698366063 par call karein.",1,lottery_prize,hi,latin,s1-lottery_prize-hil-023,sms
upg-sms-00139,"Badhai ho! Aapne Rs 2,50,000 ka inaam jeeta hai. Claim karne ke liye 9793794798 par call karein.",1,lottery_prize,hi,latin,s1-lottery_prize-hil-023,sms
upg-sms-00140,"Badhai ho! Aapne Rs 10,00,000 ka inaam jeeta hai. Claim karne ke liye 8401053208 par call karein.",1,lottery_prize,hi,latin,s1-lottery_prize-hil-023,sms
upg-sms-00141,"Badhai ho! Aapne Rs 50,000 ka inaam jeeta hai. Claim karne ke liye 8507810596 par call karein.",1,lottery_prize,hi,latin,s1-lottery_prize-hil-023,sms
upg-sms-00142,"Badhai ho! Aapne Rs 2,50,000 ka inaam jeeta hai. Claim karne ke liye 6906526849 par call karein.",1,lottery_prize,hi,latin,s1-lottery_prize-hil-023,sms
upg-sms-00143,"Badhai ho! Aapne Rs 1,00,000 ka inaam jeeta hai. Claim karne ke liye 8828644883 par call karein.",1,lottery_prize,hi,latin,s1-lottery_prize-hil-023,sms
upg-sms-00144,"అభినందనలు! మెగా లక్కీ డ్రాలో మీరు ₹5,00,000 గెలుచుకున్నారు. బహుమతి పొందడానికి ₹1,499 ప్రాసెసింగ్ ఫీజు luckydraw.winner@upg కి పంపండి.",1,lottery_prize,te,native,s1-lottery_prize-ten-024,sms
upg-sms-00145,"అభినందనలు! మెగా లక్కీ డ్రాలో మీరు ₹2,50,000 గెలుచుకున్నారు. బహుమతి పొందడానికి ₹4,999 ప్రాసెసింగ్ ఫీజు refund.desk@upg కి పంపండి.",1,lottery_prize,te,native,s1-lottery_prize-ten-024,sms
upg-sms-00146,"అభినందనలు! మెగా లక్కీ డ్రాలో మీరు ₹5,00,000 గెలుచుకున్నారు. బహుమతి పొందడానికి ₹2,999 ప్రాసెసింగ్ ఫీజు tasks.pay@upg కి పంపండి.",1,lottery_prize,te,native,s1-lottery_prize-ten-024,sms
upg-sms-00147,"అభినందనలు! మెగా లక్కీ డ్రాలో మీరు ₹5,00,000 గెలుచుకున్నారు. బహుమతి పొందడానికి ₹2,999 ప్రాసెసింగ్ ఫీజు cashback.offer@upg కి పంపండి.",1,lottery_prize,te,native,s1-lottery_prize-ten-024,sms
upg-sms-00148,"అభినందనలు! మెగా లక్కీ డ్రాలో మీరు ₹2,50,000 గెలుచుకున్నారు. బహుమతి పొందడానికి ₹12,000 ప్రాసెసింగ్ ఫీజు refund.desk@upg కి పంపండి.",1,lottery_prize,te,native,s1-lottery_prize-ten-024,sms
upg-sms-00149,"అభినందనలు! మెగా లక్కీ డ్రాలో మీరు ₹5,00,000 గెలుచుకున్నారు. బహుమతి పొందడానికి ₹9,999 ప్రాసెసింగ్ ఫీజు refund.desk@upg కి పంపండి.",1,lottery_prize,te,native,s1-lottery_prize-ten-024,sms
upg-sms-00150,"మీ నంబర్ ₹50,000 బహుమతికి ఎంపికైంది. 30 నిమిషాల్లో లోపు క్లెయిమ్ చేయండి: http://parcel-track-in.info/t8119",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms
upg-sms-00151,"మీ నంబర్ ₹1,00,000 బహుమతికి ఎంపికైంది. ఈ రాత్రి 9:30కి లోపు క్లెయిమ్ చేయండి: http://secure-bank-update.click/39759",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms
upg-sms-00152,"మీ నంబర్ ₹25,000 బహుమతికి ఎంపికైంది. ఈ రాత్రి 9:30కి లోపు క్లెయిమ్ చేయండి: https://upi-refund-help.xyz/r8340",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms
upg-sms-00153,"మీ నంబర్ ₹10,00,000 బహుమతికి ఎంపికైంది. 2 గంటల్లో లోపు క్లెయిమ్ చేయండి: https://bit-link.cc/22525",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms
upg-sms-00154,"మీ నంబర్ ₹5,00,000 బహుమతికి ఎంపికైంది. 30 నిమిషాల్లో లోపు క్లెయిమ్ చేయండి: http://acct-help-india.site/58025",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms
upg-sms-00155,"మీ నంబర్ ₹10,00,000 బహుమతికి ఎంపికైంది. 2 గంటల్లో లోపు క్లెయిమ్ చేయండి: http://acct-help-india.site/92131",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms
upg-sms-00156,"Congratulations! Meeru Rs 50,000 lottery gelicharu. Prize kosam 7432088429 ki call cheyandi.",1,lottery_prize,te,latin,s1-lottery_prize-tel-026,sms
upg-sms-00157,"Congratulations! Meeru Rs 1,00,000 lottery gelicharu. Prize kosam 8565127264 ki call cheyandi.",1,lottery_prize,te,latin,s1-lottery_prize-tel-026,sms
upg-sms-00158,"Congratulations! Meeru Rs 2,50,000 lottery gelicharu. Prize kosam 9453894293 ki call cheyandi.",1,lottery_prize,te,latin,s1-lottery_prize-tel-026,sms
upg-sms-00159,"Congratulations! Meeru Rs 5,00,000 lottery gelicharu. Prize kosam 7143110536 ki call cheyandi.",1,lottery_prize,te,latin,s1-lottery_prize-tel-026,sms
upg-sms-00160,"Congratulations! Meeru Rs 1,00,000 lottery gelicharu. Prize kosam 6306056446 ki call cheyandi.",1,lottery_prize,te,latin,s1-lottery_prize-tel-026,sms
upg-sms-00161,"Congratulations! Meeru Rs 50,000 lottery gelicharu. Prize kosam 7188637196 ki call cheyandi.",1,lottery_prize,te,latin,s1-lottery_prize-tel-026,sms
upg-sms-00162,"Part-time job: earn Rs 3,000-8,000 daily by liking videos. Join now https://reward-claim.online/c53617. Registration fee Rs 1 only.",1,job_task,en,native,s1-job_task-enn-027,sms
upg-sms-00163,"Part-time job: earn Rs 3,000-8,000 daily by liking videos. Join now http://secure-bank-update.click/39133. Registration fee Rs 499 only.",1,job_task,en,native,s1-job_task-enn-027,sms
upg-sms-00164,"Part-time job: earn Rs 3,000-8,000 daily by liking videos. Join now https://upi-refund-help.xyz/r20961. Registration fee Rs 199 only.",1,job_task,en,native,s1-job_task-enn-027,sms
upg-sms-00165,"Part-time job: earn Rs 3,000-8,000 daily by liking videos. Join now https://upi-refund-help.xyz/r26572. Registration fee Rs 199 only.",1,job_task,en,native,s1-job_task-enn-027,sms
upg-sms-00166,"Part-time job: earn Rs 3,000-8,000 daily by liking videos. Join now http://kyc-verify-now.top/a71058. Registration fee Rs 49 only.",1,job_task,en,native,s1-job_task-enn-027,sms
upg-sms-00167,"Part-time job: earn Rs 3,000-8,000 daily by liking videos. Join now http://kyc-verify-now.top/a53068. Registration fee Rs 49 only.",1,job_task,en,native,s1-job_task-enn-027,sms
upg-sms-00168,"Hi, I am HR from Digital Hire India. Work from home, simple review tasks, daily payment. Pay Rs 5,000 deposit to claim.reward@upg to unlock tasks.",1,job_task,en,native,s1-job_task-enn-028,sms
upg-sms-00169,"Hi, I am HR from Digital Hire India. Work from home, simple review tasks, daily payment. Pay Rs 5,000 deposit to cashback.offer@upg to unlock tasks.",1,job_task,en,native,s1-job_task-enn-028,sms
upg-sms-00170,"Hi, I am HR from Global Tasks Pvt Ltd. Work from home, simple review tasks, daily payment. Pay Rs 1,499 deposit to tasks.pay@upg to unlock tasks.",1,job_task,en,native,s1-job_task-enn-028,sms
upg-sms-00171,"Hi, I am HR from Digital Hire India. Work from home, simple review tasks, daily payment. Pay Rs 12,000 deposit to refund.desk@upg to unlock tasks.",1,job_task,en,native,s1-job_task-enn-028,sms
upg-sms-00172,"Hi, I am HR from Digital Hire India. Work from home, simple review tasks, daily payment. Pay Rs 1,499 deposit to support.verify@upg to unlock tasks.",1,job_task,en,native,s1-job_task-enn-028,sms
upg-sms-00173,"Hi, I am HR from Digital Hire India. Work from home, simple review tasks, daily payment. Pay Rs 2,999 deposit to cashback.offer@upg to unlock tasks.",1,job_task,en,native,s1-job_task-enn-028,sms
upg-sms-00174,"Your task commission is ready. Complete one prepaid task of Rs 7,500 to withdraw Rs 50,000.",1,job_task,en,native,s1-job_task-enn-029,sms
upg-sms-00175,"Your task commission is ready. Complete one prepaid task of Rs 9,999 to withdraw Rs 25,000.",1,job_task,en,native,s1-job_task-enn-029,sms
upg-sms-00176,"Your task commission is ready. Complete one prepaid task of Rs 7,500 to withdraw Rs 1,00,000.",1,job_task,en,native,s1-job_task-enn-029,sms
upg-sms-00177,"Your task commission is ready. Complete one prepaid task of Rs 5,000 to withdraw Rs 5,00,000.",1,job_task,en,native,s1-job_task-enn-029,sms
upg-sms-00178,"Your task commission is ready. Complete one prepaid task of Rs 7,500 to withdraw Rs 25,000.",1,job_task,en,native,s1-job_task-enn-029,sms
upg-sms-00179,"Your task commission is ready. Complete one prepaid task of Rs 9,999 to withdraw Rs 10,00,000.",1,job_task,en,native,s1-job_task-enn-029,sms
upg-sms-00180,पार्ट टाइम नौकरी: वीडियो लाइक करके रोज़ ₹3000-8000 कमाएँ। अभी जुड़ें https://reward-claim.online/c21891। रजिस्ट्रेशन फीस केवल ₹199।,1,job_task,hi,native,s1-job_task-hin-030,sms
upg-sms-00181,पार्ट टाइम नौकरी: वीडियो लाइक करके रोज़ ₹3000-8000 कमाएँ। अभी जुड़ें http://acct-help-india.site/77458। रजिस्ट्रेशन फीस केवल ₹49।,1,job_task,hi,native,s1-job_task-hin-030,sms
upg-sms-00182,पार्ट टाइम नौकरी: वीडियो लाइक करके रोज़ ₹3000-8000 कमाएँ। अभी जुड़ें http://kyc-verify-now.top/a9798। रजिस्ट्रेशन फीस केवल ₹10।,1,job_task,hi,native,s1-job_task-hin-030,sms
upg-sms-00183,पार्ट टाइम नौकरी: वीडियो लाइक करके रोज़ ₹3000-8000 कमाएँ। अभी जुड़ें http://parcel-track-in.info/t31460। रजिस्ट्रेशन फीस केवल ₹99।,1,job_task,hi,native,s1-job_task-hin-030,sms
upg-sms-00184,पार्ट टाइम नौकरी: वीडियो लाइक करके रोज़ ₹3000-8000 कमाएँ। अभी जुड़ें http://acct-help-india.site/85028। रजिस्ट्रेशन फीस केवल ₹1।,1,job_task,hi,native,s1-job_task-hin-030,sms
upg-sms-00185,पार्ट टाइम नौकरी: वीडियो लाइक करके रोज़ ₹3000-8000 कमाएँ। अभी जुड़ें http://kyc-verify-now.top/a43345। रजिस्ट्रेशन फीस केवल ₹199।,1,job_task,hi,native,s1-job_task-hin-030,sms
upg-sms-00186,"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹4,999 जमा राशि luckydraw.winner@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms
upg-sms-00187,"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹1,499 जमा राशि support.verify@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms
upg-sms-00188,"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹2,999 जमा राशि kyc.helpdesk@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms
upg-sms-00189,"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹9,999 जमा राशि refund.desk@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms
upg-sms-00190,"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹12,000 जमा राशि tasks.pay@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms
upg-sms-00191,"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹9,999 जमा राशि cashback.offer@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms
upg-sms-00192,"Ghar baithe kamaayein Rs 5000 roz. Task unlock karne ke liye Rs 12,000 deposit bhejein luckydraw.winner@upg",1,job_task,hi,latin,s1-job_task-hil-032,sms
upg-sms-00193,"Ghar baithe kamaayein Rs 5000 roz. Task unlock karne ke liye Rs 1,499 deposit bhejein cashback.offer@upg",1,job_task,hi,latin,s1-job_task-hil-032,sms
upg-sms-00194,"Ghar baithe kamaayein Rs 5000 roz. Task unlock karne ke liye Rs 2,999 deposit bhejein support.verify@upg",1,job_task,hi,latin,s1-job_task-hil-032,sms
upg-sms-00195,"Ghar baithe kamaayein Rs 5000 roz. Task unlock karne ke liye Rs 2,999 deposit bhejein tasks.pay@upg",1,job_task,hi,latin,s1-job_task-hil-032,sms
upg-sms-00196,"Ghar baithe kamaayein Rs 5000 roz. Task unlock karne ke liye Rs 2,999 deposit bhejein kyc.helpdesk@upg",1,job_task,hi,latin,s1-job_task-hil-032,sms
upg-sms-00197,"Ghar baithe kamaayein Rs 5000 roz. Task unlock karne ke liye Rs 7,500 deposit bhejein cashback.offer@upg",1,job_task,hi,latin,s1-job_task-hil-032,sms
upg-sms-00198,పార్ట్ టైమ్ ఉద్యోగం: వీడియోలు లైక్ చేసి రోజూ ₹3000-8000 సంపాదించండి. ఇప్పుడే చేరండి http://secure-bank-update.click/19117. రిజిస్ట్రేషన్ ఫీజు ₹199 మాత్రమే.,1,job_task,te,native,s1-job_task-ten-033,sms
upg-sms-00199,పార్ట్ టైమ్ ఉద్యోగం: వీడియోలు లైక్ చేసి రోజూ ₹3000-8000 సంపాదించండి. ఇప్పుడే చేరండి http://secure-bank-update.click/1524. రిజిస్ట్రేషన్ ఫీజు ₹99 మాత్రమే.,1,job_task,te,native,s1-job_task-ten-033,sms
upg-sms-00200,పార్ట్ టైమ్ ఉద్యోగం: వీడియోలు లైక్ చేసి రోజూ ₹3000-8000 సంపాదించండి. ఇప్పుడే చేరండి https://reward-claim.online/c80479. రిజిస్ట్రేషన్ ఫీజు ₹1 మాత్రమే.,1,job_task,te,native,s1-job_task-ten-033,sms
upg-sms-00201,పార్ట్ టైమ్ ఉద్యోగం: వీడియోలు లైక్ చేసి రోజూ ₹3000-8000 సంపాదించండి. ఇప్పుడే చేరండి http://acct-help-india.site/69208. రిజిస్ట్రేషన్ ఫీజు ₹10 మాత్రమే.,1,job_task,te,native,s1-job_task-ten-033,sms
upg-sms-00202,పార్ట్ టైమ్ ఉద్యోగం: వీడియోలు లైక్ చేసి రోజూ ₹3000-8000 సంపాదించండి. ఇప్పుడే చేరండి https://reward-claim.online/c31459. రిజిస్ట్రేషన్ ఫీజు ₹49 మాత్రమే.,1,job_task,te,native,s1-job_task-ten-033,sms
upg-sms-00203,పార్ట్ టైమ్ ఉద్యోగం: వీడియోలు లైక్ చేసి రోజూ ₹3000-8000 సంపాదించండి. ఇప్పుడే చేరండి http://acct-help-india.site/48008. రిజిస్ట్రేషన్ ఫీజు ₹499 మాత్రమే.,1,job_task,te,native,s1-job_task-ten-033,sms
upg-sms-00204,"ఇంటి నుండే పని, రోజువారీ చెల్లింపు. టాస్క్‌లు ప్రారంభించడానికి ₹4,999 డిపాజిట్ support.verify@upg కి పంపండి.",1,job_task,te,native,s1-job_task-ten-034,sms
upg-sms-00205,"ఇంటి నుండే పని, రోజువారీ చెల్లింపు. టాస్క్‌లు ప్రారంభించడానికి ₹12,000 డిపాజిట్ luckydraw.winner@upg కి పంపండి.",1,job_task,te,native,s1-job_task-ten-034,sms
upg-sms-00206,"ఇంటి నుండే పని, రోజువారీ చెల్లింపు. టాస్క్‌లు ప్రారంభించడానికి ₹1,499 డిపాజిట్ kyc.helpdesk@upg కి పంపండి.",1,job_task,te,native,s1-job_task-ten-034,sms
upg-sms-00207,"ఇంటి నుండే పని, రోజువారీ చెల్లింపు. టాస్క్‌లు ప్రారంభించడానికి ₹1,499 డిపాజిట్ claim.reward@upg కి పంపండి.",1,job_task,te,native,s1-job_task-ten-034,sms
upg-sms-00208,"ఇంటి నుండే పని, రోజువారీ చెల్లింపు. టాస్క్‌లు ప్రారంభించడానికి ₹4,999 డిపాజిట్ claim.reward@upg కి పంపండి.",1,job_task,te,native,s1-job_task-ten-034,sms
upg-sms-00209,"ఇంటి నుండే పని, రోజువారీ చెల్లింపు. టాస్క్‌లు ప్రారంభించడానికి ₹12,000 డిపాజిట్ claim.reward@upg కి పంపండి.",1,job_task,te,native,s1-job_task-ten-034,sms
upg-sms-00210,"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 2,999 deposit pampandi tasks.pay@upg",1,job_task,te,latin,s1-job_task-tel-035,sms
upg-sms-00211,"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 2,999 deposit pampandi refund.desk@upg",1,job_task,te,latin,s1-job_task-tel-035,sms
upg-sms-00212,"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 4,999 deposit pampandi tasks.pay@upg",1,job_task,te,latin,s1-job_task-tel-035,sms
upg-sms-00213,"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 2,999 deposit pampandi luckydraw.winner@upg",1,job_task,te,latin,s1-job_task-tel-035,sms
upg-sms-00214,"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 12,000 deposit pampandi refund.desk@upg",1,job_task,te,latin,s1-job_task-tel-035,sms
upg-sms-00215,"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 12,000 deposit pampandi support.verify@upg",1,job_task,te,latin,s1-job_task-tel-035,sms
upg-sms-00216,"Dear consumer, your electricity power will be disconnected today 10 PM because your last month bill was not updated. Call officer 6193149055 immediately.",1,bill_disconnection,en,native,s1-bill_disconnection-enn-036,sms
upg-sms-00217,"Dear consumer, your electricity power will be disconnected within 2 hours because your last month bill was not updated. Call officer 9983418919 immediately.",1,bill_disconnection,en,native,s1-bill_disconnection-enn-036,sms
upg-sms-00218,"Dear consumer, your electricity power will be disconnected today 10 PM because your last month bill was not updated. Call officer 8360358852 immediately.",1,bill_disconnection,en,native,s1-bill_disconnection-enn-036,sms
upg-sms-00219,"Dear consumer, your electricity power will be disconnected in 30 minutes because your last month bill was not updated. Call officer 9401645311 immediately.",1,bill_disconnection,en,native,s1-bill_disconnection-enn-036,sms
upg-sms-00220,"Dear consumer, your electricity power will be disconnected within 2 hours because your last month bill was not updated. Call officer 9155936963 immediately.",1,bill_disconnection,en,native,s1-bill_disconnection-enn-036,sms
upg-sms-00221,"Dear consumer, your electricity power will be disconnected today 10 PM because your last month bill was not updated. Call officer 9223093658 immediately.",1,bill_disconnection,en,native,s1-bill_disconnection-enn-036,sms
upg-sms-00222,State Power Distribution: Bill payment pending. Connection will be cut in 30 minutes. Pay Rs 499 to cashback.offer@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms
upg-sms-00223,Power Supply Office: Bill payment pending. Connection will be cut today 10 PM. Pay Rs 499 to refund.desk@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms
upg-sms-00224,Power Supply Office: Bill payment pending. Connection will be cut today 10 PM. Pay Rs 199 to luckydraw.winner@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms
upg-sms-00225,City Electricity Board: Bill payment pending. Connection will be cut within 2 hours. Pay Rs 199 to support.verify@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms
upg-sms-00226,City Electricity Board: Bill payment pending. Connection will be cut tonight 9:30 PM. Pay Rs 499 to kyc.helpdesk@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms
upg-sms-00227,City Electricity Board: Bill payment pending. Connection will be cut today 10 PM. Pay Rs 499 to claim.reward@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms
upg-sms-00228,"प्रिय उपभोक्ता, पिछले महीने का बिल अपडेट नहीं होने के कारण आज रात 10 बजे आपकी बिजली काट दी जाएगी। तुरंत अधिकारी को 9910777640 पर कॉल करें।",1,bill_disconnection,hi,native,s1-bill_disconnection-hin-038,sms
upg-sms-00229,"प्रिय उपभोक्ता, पिछले महीने का बिल अपडेट नहीं होने के कारण आज रात 10 बजे आपकी बिजली काट दी जाएगी। तुरंत अधिकारी को 6793790505 पर कॉल करें।",1,bill_disconnection,hi,native,s1-bill_disconnection-hin-038,sms
upg-sms-00230,"प्रिय उपभोक्ता, पिछले महीने का बिल अपडेट नहीं होने के कारण आज रात 10 बजे आपकी बिजली काट दी जाएगी। तुरंत अधिकारी को 6200597813 पर कॉल करें।",1,bill_disconnection,hi,native,s1-bill_disconnection-hin-038,sms
upg-sms-00231,"प्रिय उपभोक्ता, पिछले महीने का बिल अपडेट नहीं होने के कारण 2 घंटे में आपकी बिजली काट दी जाएगी। तुरंत अधिकारी को 6402619729 पर कॉल करें।",1,bill_disconnection,hi,native,s1-bill_disconnection-hin-038,sms
upg-sms-00232,"प्रिय उपभोक्ता, पिछले महीने का बिल अपडेट नहीं होने के कारण 30 मिनट में आपकी बिजली काट दी जाएगी। तुरंत अधिकारी को 8330623803 पर कॉल करें।",1,bill_disconnection,hi,native,s1-bill_disconnection-hin-038,sms
upg-sms-00233,"प्रिय उपभोक्ता, पिछले महीने का बिल अपडेट नहीं होने के कारण आज रात 9:30 बजे आपकी बिजली काट दी जाएगी। तुरंत अधिकारी को 6217201359 पर कॉल करें।",1,bill_disconnection,hi,native,s1-bill_disconnection-hin-038,sms
upg-sms-00234,Aapki bijli 30 min mein kaat di jayegi. Bill update ke liye turant 6175592924 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms
upg-sms-00235,Aapki bijli aaj raat 9:30 kaat di jayegi. Bill update ke liye turant 7180480738 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms
upg-sms-00236,Aapki bijli 30 min mein kaat di jayegi. Bill update ke liye turant 6807012958 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms
upg-sms-00237,Aapki bijli 2 ghante mein kaat di jayegi. Bill update ke liye turant 6232881380 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms
upg-sms-00238,Aapki bijli 2 ghante mein kaat di jayegi. Bill update ke liye turant 6333511247 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms
upg-sms-00239,Aapki bijli aaj raat 10 baje kaat di jayegi. Bill update ke liye turant 7281027250 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms
upg-sms-00240,"ప్రియమైన వినియోగదారు, గత నెల బిల్ అప్‌డేట్ కాలేదు కాబట్టి 30 నిమిషాల్లో మీ కరెంట్ కట్ చేయబడుతుంది. వెంటనే అధికారికి 6927308881 కాల్ చేయండి.",1,bill_disconnection,te,native,s1-bill_disconnection-ten-040,sms
upg-sms-00241,"ప్రియమైన వినియోగదారు, గత నెల బిల్ అప్‌డేట్ కాలేదు కాబట్టి 2 గంటల్లో మీ కరెంట్ కట్ చేయబడుతుంది. వెంటనే అధికారికి 6438417609 కాల్ చేయండి.",1,bill_disconnection,te,native,s1-bill_disconnection-ten-040,sms
upg-sms-00242,"ప్రియమైన వినియోగదారు, గత నెల బిల్ అప్‌డేట్ కాలేదు కాబట్టి 30 నిమిషాల్లో మీ కరెంట్ కట్ చేయబడుతుంది. వెంటనే అధికారికి 9754383908 కాల్ చేయండి.",1,bill_disconnection,te,native,s1-bill_disconnection-ten-040,sms
upg-sms-00243,"ప్రియమైన వినియోగదారు, గత నెల బిల్ అప్‌డేట్ కాలేదు కాబట్టి ఈ రాత్రి 9:30కి మీ కరెంట్ కట్ చేయబడుతుంది. వెంటనే అధికారికి 6852570272 కాల్ చేయండి.",1,bill_disconnection,te,native,s1-bill_disconnection-ten-040,sms
upg-sms-00244,"ప్రియమైన వినియోగదారు, గత నెల బిల్ అప్‌డేట్ కాలేదు కాబట్టి 2 గంటల్లో మీ కరెంట్ కట్ చేయబడుతుంది. వెంటనే అధికారికి 6169189123 కాల్ చేయండి.",1,bill_disconnection,te,native,s1-bill_disconnection-ten-040,sms
upg-sms-00245,"ప్రియమైన వినియోగదారు, గత నెల బిల్ అప్‌డేట్ కాలేదు కాబట్టి ఈ రోజు రాత్రి 10 గంటలకు మీ కరెంట్ కట్ చేయబడుతుంది. వెంటనే అధికారికి 8376336946 కాల్ చేయండి.",1,bill_disconnection,te,native,s1-bill_disconnection-ten-040,sms
upg-sms-00246,Mee current ee roju raatri 10 ki cut avutundi. Bill update kosam ventane 7954234443 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms
upg-sms-00247,Mee current ee roju raatri 10 ki cut avutundi. Bill update kosam ventane 9487666461 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms
