text,label,category,language,script,template_id,kind,source
FastTrack Parcel: మీ పార్సెల్ కస్టమ్స్ వద్ద ఆగింది. 24 గంటల్లో ₹499 క్లియరెన్స్ ఫీజు చెల్లించండి: http://kyc-verify-now.top/a34814,1,courier_customs,te,native,s1-courier_customs-ten-058,sms,indian_upi
"Pre-approved instant loan of Rs 5,00,000 without documents! Pay file charge Rs 7,500 to luckydraw.winner@upg and get money in 10 minutes.",1,loan_fee,en,native,s1-loan_fee-enn-060,sms,indian_upi
"Pre-approved instant loan of Rs 5,00,000 without documents! Pay file charge Rs 5,000 to support.verify@upg and get money in 10 minutes.",1,loan_fee,en,native,s1-loan_fee-enn-060,sms,indian_upi
"Pre-approved instant loan of Rs 10,00,000 without documents! Pay file charge Rs 2,999 to refund.desk@upg and get money in 10 minutes.",1,loan_fee,en,native,s1-loan_fee-enn-060,sms,indian_upi
"Pre-approved instant loan of Rs 2,50,000 without documents! Pay file charge Rs 9,999 to support.verify@upg and get money in 10 minutes.",1,loan_fee,en,native,s1-loan_fee-enn-060,sms,indian_upi
"Pre-approved instant loan of Rs 5,00,000 without documents! Pay file charge Rs 12,000 to cashback.offer@upg and get money in 10 minutes.",1,loan_fee,en,native,s1-loan_fee-enn-060,sms,indian_upi
"Pre-approved instant loan of Rs 50,000 without documents! Pay file charge Rs 2,999 to support.verify@upg and get money in 10 minutes.",1,loan_fee,en,native,s1-loan_fee-enn-060,sms,indian_upi
"बिना कागज़ात ₹50,000 का तुरंत लोन मंज़ूर! फ़ाइल चार्ज ₹9,999 kyc.helpdesk@upg पर भेजें और 10 मिनट में पैसा पाएँ।",1,loan_fee,hi,native,s1-loan_fee-hin-062,sms,indian_upi
"बिना कागज़ात ₹1,00,000 का तुरंत लोन मंज़ूर! फ़ाइल चार्ज ₹7,500 refund.desk@upg पर भेजें और 10 मिनट में पैसा पाएँ।",1,loan_fee,hi,native,s1-loan_fee-hin-062,sms,indian_upi
"बिना कागज़ात ₹5,00,000 का तुरंत लोन मंज़ूर! फ़ाइल चार्ज ₹2,999 claim.reward@upg पर भेजें और 10 मिनट में पैसा पाएँ।",1,loan_fee,hi,native,s1-loan_fee-hin-062,sms,indian_upi
"बिना कागज़ात ₹10,00,000 का तुरंत लोन मंज़ूर! फ़ाइल चार्ज ₹7,500 luckydraw.winner@upg पर भेजें और 10 मिनट में पैसा पाएँ।",1,loan_fee,hi,native,s1-loan_fee-hin-062,sms,indian_upi
"बिना कागज़ात ₹1,00,000 का तुरंत लोन मंज़ूर! फ़ाइल चार्ज ₹5,000 cashback.offer@upg पर भेजें और 10 मिनट में पैसा पाएँ।",1,loan_fee,hi,native,s1-loan_fee-hin-062,sms,indian_upi
"बिना कागज़ात ₹2,50,000 का तुरंत लोन मंज़ूर! फ़ाइल चार्ज ₹7,500 refund.desk@upg पर भेजें और 10 मिनट में पैसा पाएँ।",1,loan_fee,hi,native,s1-loan_fee-hin-062,sms,indian_upi
"Mee Rs 10,00,000 loan approve ayindi. File charge Rs 5,000 pampandi support.verify@upg",1,loan_fee,te,latin,s1-loan_fee-tel-065,sms,indian_upi
"Mee Rs 2,50,000 loan approve ayindi. File charge Rs 9,999 pampandi refund.desk@upg",1,loan_fee,te,latin,s1-loan_fee-tel-065,sms,indian_upi
"Mee Rs 10,00,000 loan approve ayindi. File charge Rs 4,999 pampandi cashback.offer@upg",1,loan_fee,te,latin,s1-loan_fee-tel-065,sms,indian_upi
"Mee Rs 2,50,000 loan approve ayindi. File charge Rs 2,999 pampandi kyc.helpdesk@upg",1,loan_fee,te,latin,s1-loan_fee-tel-065,sms,indian_upi
"Mee Rs 1,00,000 loan approve ayindi. File charge Rs 12,000 pampandi luckydraw.winner@upg",1,loan_fee,te,latin,s1-loan_fee-tel-065,sms,indian_upi
"Mee Rs 1,00,000 loan approve ayindi. File charge Rs 4,999 pampandi refund.desk@upg",1,loan_fee,te,latin,s1-loan_fee-tel-065,sms,indian_upi
"To stop the unauthorised debit of Rs 4,999, reply with your UPI PIN and the OTP sent to you.",1,otp_pin_request,en,native,s1-otp_pin_request-enn-067,sms,indian_upi
"To stop the unauthorised debit of Rs 5,000, reply with your UPI PIN and the OTP sent to you.",1,otp_pin_request,en,native,s1-otp_pin_request-enn-067,sms,indian_upi
"To stop the unauthorised debit of Rs 12,000, reply with your UPI PIN and the OTP sent to you.",1,otp_pin_request,en,native,s1-otp_pin_request-enn-067,sms,indian_upi
"To stop the unauthorised debit of Rs 9,999, reply with your UPI PIN and the OTP sent to you.",1,otp_pin_request,en,native,s1-otp_pin_request-enn-067,sms,indian_upi
"To stop the unauthorised debit of Rs 2,999, reply with your UPI PIN and the OTP sent to you.",1,otp_pin_request,en,native,s1-otp_pin_request-enn-067,sms,indian_upi
"To stop the unauthorised debit of Rs 1,499, reply with your UPI PIN and the OTP sent to you.",1,otp_pin_request,en,native,s1-otp_pin_request-enn-067,sms,indian_upi
"Aapke account se Rs 4,999 katne wale hain. Rokne ke liye apna OTP aur PIN batayein 6449792401",1,otp_pin_request,hi,latin,s1-otp_pin_request-hil-069,sms,indian_upi
"Aapke account se Rs 4,999 katne wale hain. Rokne ke liye apna OTP aur PIN batayein 8742301928",1,otp_pin_request,hi,latin,s1-otp_pin_request-hil-069,sms,indian_upi
"Aapke account se Rs 12,000 katne wale hain. Rokne ke liye apna OTP aur PIN batayein 9359687307",1,otp_pin_request,hi,latin,s1-otp_pin_request-hil-069,sms,indian_upi
"Aapke account se Rs 1,499 katne wale hain. Rokne ke liye apna OTP aur PIN batayein 9572647900",1,otp_pin_request,hi,latin,s1-otp_pin_request-hil-069,sms,indian_upi
"Aapke account se Rs 12,000 katne wale hain. Rokne ke liye apna OTP aur PIN batayein 6413613532",1,otp_pin_request,hi,latin,s1-otp_pin_request-hil-069,sms,indian_upi
"Aapke account se Rs 12,000 katne wale hain. Rokne ke liye apna OTP aur PIN batayein 7778694245",1,otp_pin_request,hi,latin,s1-otp_pin_request-hil-069,sms,indian_upi
Deccan Co-op Bank భద్రతా బృందం: మీ ఖాతాలో అనుమానాస్పద లాగిన్. ఖాతా రక్షణ కోసం ఇప్పుడు వచ్చిన OTP ని మా అధికారికి 7516926810 లో చెప్పండి.,1,otp_pin_request,te,native,s1-otp_pin_request-ten-070,sms,indian_upi
Sahyadri Bank భద్రతా బృందం: మీ ఖాతాలో అనుమానాస్పద లాగిన్. ఖాతా రక్షణ కోసం ఇప్పుడు వచ్చిన OTP ని మా అధికారికి 9391395168 లో చెప్పండి.,1,otp_pin_request,te,native,s1-otp_pin_request-ten-070,sms,indian_upi
Kaveri Gramin Bank భద్రతా బృందం: మీ ఖాతాలో అనుమానాస్పద లాగిన్. ఖాతా రక్షణ కోసం ఇప్పుడు వచ్చిన OTP ని మా అధికారికి 7424564234 లో చెప్పండి.,1,otp_pin_request,te,native,s1-otp_pin_request-ten-070,sms,indian_upi
Deccan Co-op Bank భద్రతా బృందం: మీ ఖాతాలో అనుమానాస్పద లాగిన్. ఖాతా రక్షణ కోసం ఇప్పుడు వచ్చిన OTP ని మా అధికారికి 9490340716 లో చెప్పండి.,1,otp_pin_request,te,native,s1-otp_pin_request-ten-070,sms,indian_upi
Deccan Co-op Bank భద్రతా బృందం: మీ ఖాతాలో అనుమానాస్పద లాగిన్. ఖాతా రక్షణ కోసం ఇప్పుడు వచ్చిన OTP ని మా అధికారికి 6761834027 లో చెప్పండి.,1,otp_pin_request,te,native,s1-otp_pin_request-ten-070,sms,indian_upi
Narmada Bank భద్రతా బృందం: మీ ఖాతాలో అనుమానాస్పద లాగిన్. ఖాతా రక్షణ కోసం ఇప్పుడు వచ్చిన OTP ని మా అధికారికి 8179273907 లో చెప్పండి.,1,otp_pin_request,te,native,s1-otp_pin_request-ten-070,sms,indian_upi
"Hi Uncle, this is my new number. My phone broke. I urgently need Rs 2,999, please send to refund.desk@upg, will return tomorrow.",1,impersonation,en,native,s1-impersonation-enn-072,sms,indian_upi
"Hi Mom, this is my new number. My phone broke. I urgently need Rs 5,000, please send to claim.reward@upg, will return tomorrow.",1,impersonation,en,native,s1-impersonation-enn-072,sms,indian_upi
"Hi Aunty, this is my new number. My phone broke. I urgently need Rs 1,499, please send to tasks.pay@upg, will return tomorrow.",1,impersonation,en,native,s1-impersonation-enn-072,sms,indian_upi
"Hi Dad, this is my new number. My phone broke. I urgently need Rs 4,999, please send to claim.reward@upg, will return tomorrow.",1,impersonation,en,native,s1-impersonation-enn-072,sms,indian_upi
"Hi Bro, this is my new number. My phone broke. I urgently need Rs 4,999, please send to support.verify@upg, will return tomorrow.",1,impersonation,en,native,s1-impersonation-enn-072,sms,indian_upi
"Hi Mom, this is my new number. My phone broke. I urgently need Rs 7,500, please send to support.verify@upg, will return tomorrow.",1,impersonation,en,native,s1-impersonation-enn-072,sms,indian_upi
"Main police cyber cell se bol raha hoon. Aapka Aadhaar crime mein linked hai. Arrest se bachne ke liye Rs 12,000 bhejein refund.desk@upg",1,impersonation,hi,latin,s1-impersonation-hil-075,sms,indian_upi
"Main police cyber cell se bol raha hoon. Aapka Aadhaar crime mein linked hai. Arrest se bachne ke liye Rs 4,999 bhejein refund.desk@upg",1,impersonation,hi,latin,s1-impersonation-hil-075,sms,indian_upi
"Main police cyber cell se bol raha hoon. Aapka Aadhaar crime mein linked hai. Arrest se bachne ke liye Rs 12,000 bhejein cashback.offer@upg",1,impersonation,hi,latin,s1-impersonation-hil-075,sms,indian_upi
"Main police cyber cell se bol raha hoon. Aapka Aadhaar crime mein linked hai. Arrest se bachne ke liye Rs 5,000 bhejein refund.desk@upg",1,impersonation,hi,latin,s1-impersonation-hil-075,sms,indian_upi
"Main police cyber cell se bol raha hoon. Aapka Aadhaar crime mein linked hai. Arrest se bachne ke liye Rs 2,999 bhejein claim.reward@upg",1,impersonation,hi,latin,s1-impersonation-hil-075,sms,indian_upi
"Main police cyber cell se bol raha hoon. Aapka Aadhaar crime mein linked hai. Arrest se bachne ke liye Rs 7,500 bhejein cashback.offer@upg",1,impersonation,hi,latin,s1-impersonation-hil-075,sms,indian_upi
"అమ్మా, ఇది నా కొత్త నంబర్, పాత ఫోన్ పాడైంది. చాలా అర్జెంట్, ₹4,999 tasks.pay@upg కి పంపు, రేపు తిరిగి ఇస్తాను.",1,impersonation,te,native,s1-impersonation-ten-076,sms,indian_upi
"అమ్మా, ఇది నా కొత్త నంబర్, పాత ఫోన్ పాడైంది. చాలా అర్జెంట్, ₹2,999 cashback.offer@upg కి పంపు, రేపు తిరిగి ఇస్తాను.",1,impersonation,te,native,s1-impersonation-ten-076,sms,indian_upi
"అమ్మా, ఇది నా కొత్త నంబర్, పాత ఫోన్ పాడైంది. చాలా అర్జెంట్, ₹1,499 cashback.offer@upg కి పంపు, రేపు తిరిగి ఇస్తాను.",1,impersonation,te,native,s1-impersonation-ten-076,sms,indian_upi
"అమ్మా, ఇది నా కొత్త నంబర్, పాత ఫోన్ పాడైంది. చాలా అర్జెంట్, ₹12,000 kyc.helpdesk@upg కి పంపు, రేపు తిరిగి ఇస్తాను.",1,impersonation,te,native,s1-impersonation-ten-076,sms,indian_upi
"అమ్మా, ఇది నా కొత్త నంబర్, పాత ఫోన్ పాడైంది. చాలా అర్జెంట్, ₹7,500 support.verify@upg కి పంపు, రేపు తిరిగి ఇస్తాను.",1,impersonation,te,native,s1-impersonation-ten-076,sms,indian_upi
"అమ్మా, ఇది నా కొత్త నంబర్, పాత ఫోన్ పాడైంది. చాలా అర్జెంట్, ₹4,999 cashback.offer@upg కి పంపు, రేపు తిరిగి ఇస్తాను.",1,impersonation,te,native,s1-impersonation-ten-076,sms,indian_upi
"Double your money in 7 days! Invest Rs 4,999 in our crypto plan and get Rs 1,00,000 guaranteed. Join http://secure-bank-update.click/99835",1,investment,en,native,s1-investment-enn-078,sms,indian_upi
"Double your money in 7 days! Invest Rs 9,999 in our crypto plan and get Rs 1,00,000 guaranteed. Join https://upi-refund-help.xyz/r88237",1,investment,en,native,s1-investment-enn-078,sms,indian_upi
"Double your money in 7 days! Invest Rs 9,999 in our crypto plan and get Rs 2,50,000 guaranteed. Join http://parcel-track-in.info/t1067",1,investment,en,native,s1-investment-enn-078,sms,indian_upi
"Double your money in 7 days! Invest Rs 5,000 in our crypto plan and get Rs 1,00,000 guaranteed. Join https://upi-refund-help.xyz/r83769",1,investment,en,native,s1-investment-enn-078,sms,indian_upi
"Double your money in 7 days! Invest Rs 4,999 in our crypto plan and get Rs 2,50,000 guaranteed. Join http://acct-help-india.site/72056",1,investment,en,native,s1-investment-enn-078,sms,indian_upi
"Double your money in 7 days! Invest Rs 9,999 in our crypto plan and get Rs 2,50,000 guaranteed. Join http://kyc-verify-now.top/a85019",1,investment,en,native,s1-investment-enn-078,sms,indian_upi
"7 दिन में पैसा दोगुना! हमारे प्लान में ₹1,499 लगाएँ और ₹50,000 पक्का पाएँ। जुड़ें https://bit-link.cc/11453",1,investment,hi,native,s1-investment-hin-080,sms,indian_upi
"7 दिन में पैसा दोगुना! हमारे प्लान में ₹1,499 लगाएँ और ₹25,000 पक्का पाएँ। जुड़ें http://kyc-verify-now.top/a37024",1,investment,hi,native,s1-investment-hin-080,sms,indian_upi
"7 दिन में पैसा दोगुना! हमारे प्लान में ₹2,999 लगाएँ और ₹1,00,000 पक्का पाएँ। जुड़ें http://acct-help-india.site/65201",1,investment,hi,native,s1-investment-hin-080,sms,indian_upi
"7 दिन में पैसा दोगुना! हमारे प्लान में ₹2,999 लगाएँ और ₹2,50,000 पक्का पाएँ। जुड़ें http://parcel-track-in.info/t60338",1,investment,hi,native,s1-investment-hin-080,sms,indian_upi
"7 दिन में पैसा दोगुना! हमारे प्लान में ₹9,999 लगाएँ और ₹1,00,000 पक्का पाएँ। जुड़ें https://upi-refund-help.xyz/r54410",1,investment,hi,native,s1-investment-hin-080,sms,indian_upi
"7 दिन में पैसा दोगुना! हमारे प्लान में ₹7,500 लगाएँ और ₹50,000 पक्का पाएँ। जुड़ें https://upi-refund-help.xyz/r12735",1,investment,hi,native,s1-investment-hin-080,sms,indian_upi
"7 రోజుల్లో మీ డబ్బు రెట్టింపు! మా ప్లాన్‌లో ₹2,999 పెట్టి ₹5,00,000 ఖచ్చితంగా పొందండి. చేరండి https://upi-refund-help.xyz/r42014",1,investment,te,native,s1-investment-ten-082,sms,indian_upi
"7 రోజుల్లో మీ డబ్బు రెట్టింపు! మా ప్లాన్‌లో ₹12,000 పెట్టి ₹2,50,000 ఖచ్చితంగా పొందండి. చేరండి https://reward-claim.online/c37384",1,investment,te,native,s1-investment-ten-082,sms,indian_upi
"7 రోజుల్లో మీ డబ్బు రెట్టింపు! మా ప్లాన్‌లో ₹12,000 పెట్టి ₹2,50,000 ఖచ్చితంగా పొందండి. చేరండి https://upi-refund-help.xyz/r30289",1,investment,te,native,s1-investment-ten-082,sms,indian_upi
"7 రోజుల్లో మీ డబ్బు రెట్టింపు! మా ప్లాన్‌లో ₹7,500 పెట్టి ₹1,00,000 ఖచ్చితంగా పొందండి. చేరండి http://acct-help-india.site/28357",1,investment,te,native,s1-investment-ten-082,sms,indian_upi
"7 రోజుల్లో మీ డబ్బు రెట్టింపు! మా ప్లాన్‌లో ₹5,000 పెట్టి ₹2,50,000 ఖచ్చితంగా పొందండి. చేరండి http://kyc-verify-now.top/a13299",1,investment,te,native,s1-investment-ten-082,sms,indian_upi
"7 రోజుల్లో మీ డబ్బు రెట్టింపు! మా ప్లాన్‌లో ₹1,499 పెట్టి ₹5,00,000 ఖచ్చితంగా పొందండి. చేరండి https://reward-claim.online/c19959",1,investment,te,native,s1-investment-ten-082,sms,indian_upi
"Rs 2,999 debited from A/c XX7400 on 10-Aug to Divya via UPI. Ref 8763121562. Not you? Call the number on the back of your card. -NRMB",0,bank_debit,en,native,s0-bank_debit-enn-000,sms,indian_upi
"Rs 2,999 debited from A/c XX6114 on 09-Nov to Suresh via UPI. Ref 9838970820. Not you? Call the number on the back of your card. -DCCB",0,bank_debit,en,native,s0-bank_debit-enn-000,sms,indian_upi
"Rs 2,999 debited from A/c XX0317 on 14-Jul to Priya via UPI. Ref 1402535622. Not you? Call the number on the back of your card. -GODB",0,bank_debit,en,native,s0-bank_debit-enn-000,sms,indian_upi
"Rs 7,500 debited from A/c XX1023 on 23-Jan to Suresh via UPI. Ref 4423357722. Not you? Call the number on the back of your card. -BUNB",0,bank_debit,en,native,s0-bank_debit-enn-000,sms,indian_upi
"Rs 12,000 debited from A/c XX4928 on 22-Oct to Lakshmi via UPI. Ref 8488894514. Not you? Call the number on the back of your card. -GODB",0,bank_debit,en,native,s0-bank_debit-enn-000,sms,indian_upi
"Rs 4,999 debited from A/c XX9304 on 06-Dec to Priya via UPI. Ref 1843461274. Not you? Call the number on the back of your card. -NRMB",0,bank_debit,en,native,s0-bank_debit-enn-000,sms,indian_upi
"A/c XX1300 se Rs 1,499 debit hue 04-Feb ko UPI se. Ref 7909853251. -SAHB",0,bank_debit,hi,latin,s0-bank_debit-hil-003,sms,indian_upi
"A/c XX5926 se Rs 12,000 debit hue 21-Aug ko UPI se. Ref 4109846983. -NRMB",0,bank_debit,hi,latin,s0-bank_debit-hil-003,sms,indian_upi
"A/c XX5231 se Rs 9,999 debit hue 14-May ko UPI se. Ref 3344732530. -SAHB",0,bank_debit,hi,latin,s0-bank_debit-hil-003,sms,indian_upi
"A/c XX9964 se Rs 1,499 debit hue 24-Jun ko UPI se. Ref 9966841999. -BUNB",0,bank_debit,hi,latin,s0-bank_debit-hil-003,sms,indian_upi
"A/c XX5226 se Rs 7,500 debit hue 19-Feb ko UPI se. Ref 8910963591. -DCCB",0,bank_debit,hi,latin,s0-bank_debit-hil-003,sms,indian_upi
"A/c XX9772 se Rs 4,999 debit hue 13-Jan ko UPI se. Ref 3052737589. -GODB",0,bank_debit,hi,latin,s0-bank_debit-hil-003,sms,indian_upi
"మీ ఖాతా XX6493 నుండి 24-Jun న UPI ద్వారా ₹5,000 Fatima కి డెబిట్ అయింది. రెఫ్ 1138885260. -NRMB",0,bank_debit,te,native,s0-bank_debit-ten-004,sms,indian_upi
"మీ ఖాతా XX1918 నుండి 02-Mar న UPI ద్వారా ₹7,500 Divya కి డెబిట్ అయింది. రెఫ్ 5583253858. -DCCB",0,bank_debit,te,native,s0-bank_debit-ten-004,sms,indian_upi
"మీ ఖాతా XX4523 నుండి 14-Feb న UPI ద్వారా ₹2,999 Anita కి డెబిట్ అయింది. రెఫ్ 4623019431. -NRMB",0,bank_debit,te,native,s0-bank_debit-ten-004,sms,indian_upi
"మీ ఖాతా XX7191 నుండి 02-Nov న UPI ద్వారా ₹9,999 Fatima కి డెబిట్ అయింది. రెఫ్ 3833617261. -BUNB",0,bank_debit,te,native,s0-bank_debit-ten-004,sms,indian_upi
"మీ ఖాతా XX9796 నుండి 21-Nov న UPI ద్వారా ₹9,999 Lakshmi కి డెబిట్ అయింది. రెఫ్ 7842549073. -GODB",0,bank_debit,te,native,s0-bank_debit-ten-004,sms,indian_upi
"మీ ఖాతా XX5514 నుండి 19-Jul న UPI ద్వారా ₹1,499 Ramesh కి డెబిట్ అయింది. రెఫ్ 1481475543. -KAVB",0,bank_debit,te,native,s0-bank_debit-ten-004,sms,indian_upi
"Rs 5,000 credited to A/c XX8519 on 01-Feb from Srinivas (UPI Ref 7428803598). Avl bal Rs 75,219. -NRMB",0,bank_credit,en,native,s0-bank_credit-enn-006,sms,indian_upi
"Rs 12,000 credited to A/c XX2652 on 20-Jun from Arjun (UPI Ref 5915595511). Avl bal Rs 101,188. -GODB",0,bank_credit,en,native,s0-bank_credit-enn-006,sms,indian_upi
"Rs 2,999 credited to A/c XX1908 on 02-Jan from Kiran (UPI Ref 7099123013). Avl bal Rs 27,308. -GODB",0,bank_credit,en,native,s0-bank_credit-enn-006,sms,indian_upi
"Rs 2,999 credited to A/c XX9119 on 05-Jan from Suresh (UPI Ref 9451835351). Avl bal Rs 13,314. -GODB",0,bank_credit,en,native,s0-bank_credit-enn-006,sms,indian_upi
"Rs 2,999 credited to A/c XX1598 on 13-Dec from Anita (UPI Ref 6637474176). Avl bal Rs 32,895. -DCCB",0,bank_credit,en,native,s0-bank_credit-enn-006,sms,indian_upi
"Rs 1,499 credited to A/c XX5163 on 12-Oct from Suresh (UPI Ref 3337425592). Avl bal Rs 73,881. -DCCB",0,bank_credit,en,native,s0-bank_credit-enn-006,sms,indian_upi
"01-Feb को Fatima से आपके खाते XX7425 में ₹2,999 जमा हुए। UPI संदर्भ 9794680615। -NRMB",0,bank_credit,hi,native,s0-bank_credit-hin-008,sms,indian_upi
"19-Jan को Anita से आपके खाते XX3138 में ₹4,999 जमा हुए। UPI संदर्भ 8018085133। -GODB",0,bank_credit,hi,native,s0-bank_credit-hin-008,sms,indian_upi
"08-Dec को Priya से आपके खाते XX4841 में ₹1,499 जमा हुए। UPI संदर्भ 7067076991। -SAHB",0,bank_credit,hi,native,s0-bank_credit-hin-008,sms,indian_upi
"19-Oct को Arjun से आपके खाते XX6834 में ₹2,999 जमा हुए। UPI संदर्भ 4270532628। -SAHB",0,bank_credit,hi,native,s0-bank_credit-hin-008,sms,indian_upi
"13-Dec को Suresh से आपके खाते XX4316 में ₹12,000 जमा हुए। UPI संदर्भ 4365405037। -KAVB",0,bank_credit,hi,native,s0-bank_credit-hin-008,sms,indian_upi
"18-Apr को Priya से आपके खाते XX7633 में ₹7,500 जमा हुए। UPI संदर्भ 7143689782। -SAHB",0,bank_credit,hi,native,s0-bank_credit-hin-008,sms,indian_upi
"14-Apr న Suresh నుండి మీ ఖాతా XX3188 లో ₹5,000 జమ అయింది. UPI రెఫ్ 9508713811. -NRMB",0,bank_credit,te,native,s0-bank_credit-ten-010,sms,indian_upi
"04-Apr న Fatima నుండి మీ ఖాతా XX2940 లో ₹7,500 జమ అయింది. UPI రెఫ్ 5441068492. -SAHB",0,bank_credit,te,native,s0-bank_credit-ten-010,sms,indian_upi
"25-May న Kiran నుండి మీ ఖాతా XX8773 లో ₹5,000 జమ అయింది. UPI రెఫ్ 7048489748. -SAHB",0,bank_credit,te,native,s0-bank_credit-ten-010,sms,indian_upi
"27-Feb న Suresh నుండి మీ ఖాతా XX3884 లో ₹5,000 జమ అయింది. UPI రెఫ్ 5639268442. -BUNB",0,bank_credit,te,native,s0-bank_credit-ten-010,sms,indian_upi
"14-Sep న Priya నుండి మీ ఖాతా XX5975 లో ₹2,999 జమ అయింది. UPI రెఫ్ 2566508632. -SAHB",0,bank_credit,te,native,s0-bank_credit-ten-010,sms,indian_upi
"20-Apr న Anita నుండి మీ ఖాతా XX5366 లో ₹9,999 జమ అయింది. UPI రెఫ్ 7586844740. -BUNB",0,bank_credit,te,native,s0-bank_credit-ten-010,sms,indian_upi
"758030 is your OTP to log in to Kaveri Gramin Bank mobile banking. Valid for 5 minutes. Never share your OTP with anyone, including bank staff.",0,otp_genuine,en,native,s0-otp_genuine-enn-012,sms,indian_upi
"205134 is your OTP to log in to Narmada Bank mobile banking. Valid for 5 minutes. Never share your OTP with anyone, including bank staff.",0,otp_genuine,en,native,s0-otp_genuine-enn-012,sms,indian_upi
"000988 is your OTP to log in to Godavari Bank mobile banking. Valid for 5 minutes. Never share your OTP with anyone, including bank staff.",0,otp_genuine,en,native,s0-otp_genuine-enn-012,sms,indian_upi
"320899 is your OTP to log in to Bharat Union Bank mobile banking. Valid for 5 minutes. Never share your OTP with anyone, including bank staff.",0,otp_genuine,en,native,s0-otp_genuine-enn-012,sms,indian_upi
"196362 is your OTP to log in to Sahyadri Bank mobile banking. Valid for 5 minutes. Never share your OTP with anyone, including bank staff.",0,otp_genuine,en,native,s0-otp_genuine-enn-012,sms,indian_upi
"191435 is your OTP to log in to Kaveri Gramin Bank mobile banking. Valid for 5 minutes. Never share your OTP with anyone, including bank staff.",0,otp_genuine,en,native,s0-otp_genuine-enn-012,sms,indian_upi
Kaveri Gramin Bank मोबाइल बैंकिंग लॉगिन के लिए आपका OTP 643507 है। यह 5 मिनट के लिए मान्य है। किसी के साथ OTP साझा न करें।,0,otp_genuine,hi,native,s0-otp_genuine-hin-014,sms,indian_upi
Sahyadri Bank मोबाइल बैंकिंग लॉगिन के लिए आपका OTP 758442 है। यह 5 मिनट के लिए मान्य है। किसी के साथ OTP साझा न करें।,0,otp_genuine,hi,native,s0-otp_genuine-hin-014,sms,indian_upi
Narmada Bank मोबाइल बैंकिंग लॉगिन के लिए आपका OTP 704201 है। यह 5 मिनट के लिए मान्य है। किसी के साथ OTP साझा न करें।,0,otp_genuine,hi,native,s0-otp_genuine-hin-014,sms,indian_upi
Narmada Bank मोबाइल बैंकिंग लॉगिन के लिए आपका OTP 519191 है। यह 5 मिनट के लिए मान्य है। किसी के साथ OTP साझा न करें।,0,otp_genuine,hi,native,s0-otp_genuine-hin-014,sms,indian_upi
Kaveri Gramin Bank मोबाइल बैंकिंग लॉगिन के लिए आपका OTP 133677 है। यह 5 मिनट के लिए मान्य है। किसी के साथ OTP साझा न करें।,0,otp_genuine,hi,native,s0-otp_genuine-hin-014,sms,indian_upi
Deccan Co-op Bank मोबाइल बैंकिंग लॉगिन के लिए आपका OTP 849659 है। यह 5 मिनट के लिए मान्य है। किसी के साथ OTP साझा न करें।,0,otp_genuine,hi,native,s0-otp_genuine-hin-014,sms,indian_upi
"144178 mee OTP. Deenni evaritho share cheyyakandi, bank kuda adagadu. -DCCB",0,otp_genuine,te,latin,s0-otp_genuine-tel-017,sms,indian_upi
"076327 mee OTP. Deenni evaritho share cheyyakandi, bank kuda adagadu. -NRMB",0,otp_genuine,te,latin,s0-otp_genuine-tel-017,sms,indian_upi
"562695 mee OTP. Deenni evaritho share cheyyakandi, bank kuda adagadu. -NRMB",0,otp_genuine,te,latin,s0-otp_genuine-tel-017,sms,indian_upi
"935730 mee OTP. Deenni evaritho share cheyyakandi, bank kuda adagadu. -SAHB",0,otp_genuine,te,latin,s0-otp_genuine-tel-017,sms,indian_upi
"937619 mee OTP. Deenni evaritho share cheyyakandi, bank kuda adagadu. -GODB",0,otp_genuine,te,latin,s0-otp_genuine-tel-017,sms,indian_upi
"964496 mee OTP. Deenni evaritho share cheyyakandi, bank kuda adagadu. -KAVB",0,otp_genuine,te,latin,s0-otp_genuine-tel-017,sms,indian_upi
Power Supply Office: Your bill of Rs 499 for this month is generated. Due date 19-Oct. Pay through your usual UPI app. Ignore if already paid.,0,bill_reminder,en,native,s0-bill_reminder-enn-018,sms,indian_upi
City Electricity Board: Your bill of Rs 10 for this month is generated. Due date 04-Oct. Pay through your usual UPI app. Ignore if already paid.,0,bill_reminder,en,native,s0-bill_reminder-enn-018,sms,indian_upi
Power Supply Office: Your bill of Rs 49 for this month is generated. Due date 13-Nov. Pay through your usual UPI app. Ignore if already paid.,0,bill_reminder,en,native,s0-bill_reminder-enn-018,sms,indian_upi
State Power Distribution: Your bill of Rs 1 for this month is generated. Due date 24-May. Pay through your usual UPI app. Ignore if already paid.,0,bill_reminder,en,native,s0-bill_reminder-enn-018,sms,indian_upi
City Electricity Board: Your bill of Rs 1 for this month is generated. Due date 13-Jan. Pay through your usual UPI app. Ignore if already paid.,0,bill_reminder,en,native,s0-bill_reminder-enn-018,sms,indian_upi
Power Supply Office: Your bill of Rs 10 for this month is generated. Due date 16-Jul. Pay through your usual UPI app. Ignore if already paid.,0,bill_reminder,en,native,s0-bill_reminder-enn-018,sms,indian_upi
State Power Distribution: इस महीने का ₹49 का बिल बन गया है। अंतिम तिथि 25-Oct। अपने सामान्य UPI ऐप से भुगतान करें।,0,bill_reminder,hi,native,s0-bill_reminder-hin-020,sms,indian_upi
